1548210669, 22/01/2019, 16:31:09, IGUA_001, cash, 000000, 30, 630
1548210725, 22/01/2019, 16:32:05, IGUA_001, cash, 000000, 20, 340
1548210762, 22/01/2019, 16:32:42, IGUA_001, cash, 000000, 20, 431
1548222085, 22/01/2019, 19:41:26, IGUA_001, cash, 000000, 20, 425
1548222227, 22/01/2019, 19:43:47, IGUA_001, cash, 000000, 10, 214
1548223724, 22/01/2019, 20:08:44, IGUA_001, cash, 000000, 50, 404
1548223765, 22/01/2019, 20:09:25, IGUA_001, cash, 000000, 50, 1046
1548268924, 23/01/2019, 08:42:04, IGUA_001, cash, 000000, 10, 214
1548270297, 23/01/2019, 09:04:57, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548288973, 23/01/2019, 14:16:13, IGUA_001, cash, 000000, 10, 215
1548297889, 23/01/2019, 16:44:49, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548300772, 23/01/2019, 17:32:52, IGUA_001, cash, 000000, 10, 212
1548301571, 23/01/2019, 17:46:11, IGUA_001, cash, 000000, 50, 529
1548304333, 23/01/2019, 18:32:13, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548304374, 23/01/2019, 18:32:54, IGUA_001, cash, 000000, 10, 230
1548348546, 24/01/2019, 06:49:06, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548371524, 24/01/2019, 13:12:04, IGUA_001, cash, 000000, 10, 232
1548372783, 24/01/2019, 13:33:03, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548379655, 24/01/2019, 15:27:35, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548382676, 24/01/2019, 16:17:56, IGUA_001, cash, 000000, 10, 228
1548382703, 24/01/2019, 16:18:23, IGUA_001, cash, 000000, 10, 232
1548385551, 24/01/2019, 17:05:51, IGUA_001, cash, 000000, 10, 224
1548385615, 24/01/2019, 17:06:55, IGUA_001, cash, 000000, 50, 537
1548402917, 24/01/2019, 21:55:17, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548449881, 25/01/2019, 10:58:01, IGUA_001, cash, 000000, 10, 227
1548450012, 25/01/2019, 11:00:12, IGUA_001, cash, 000000, 10, 223
1548450655, 25/01/2019, 11:10:55, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548466087, 25/01/2019, 15:28:07, IGUA_001, cash, 000000, 50, 2402
1548479238, 25/01/2019, 19:07:18, IGUA_001, cash, 000000, 10, 216
1548485650, 25/01/2019, 20:54:10, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548501255, 26/01/2019, 01:14:15, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548525194, 26/01/2019, 07:53:14, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
1548543157, 26/01/2019, 12:52:37, IGUA_001, cash, 000000, 50, 1058
1548543309, 26/01/2019, 12:55:09, IGUA_001, cash, 000000, 100, 2028
1548545185, 26/01/2019, 13:26:25, IGUA_001, cash, 000000, 10, 225
1548545200, 26/01/2019, 13:26:40, IGUA_001, cash, 000000, 10, 210
1548545215, 26/01/2019, 13:26:55, IGUA_001, cash, 000000, 10, 210
1548545229, 26/01/2019, 13:27:09, IGUA_001, cash, 000000, 10, 216
1548545488, 26/01/2019, 13:31:28, IGUA_001, cash, 000000, 10, 199
1548548135, 26/01/2019, 14:15:35, IGUA_001, cash, 000000, 10, 215
1548548238, 26/01/2019, 14:17:18, IGUA_001, cash, 000000, 10, 226
1548548301, 26/01/2019, 14:18:21, IGUA_001, cash, 000000, 50, 1060
1548554633, 26/01/2019, 16:03:53, IGUA_001, cash, 000000, 10, 217
1548556197, 26/01/2019, 16:29:57, IGUA_001, cash, 000000, 20, 416
1548556492, 26/01/2019, 16:34:52, IGUA_001, cash, 000000, 10, 216
1548556547, 26/01/2019, 16:35:47, IGUA_001, cash, 000000, 10, 230
1548560195, 26/01/2019, 17:36:35, IGUA_001, cash, 000000, 10, 223
1548560246, 26/01/2019, 17:37:26, IGUA_001, cash, 000000, 20, 233
1548560301, 26/01/2019, 17:38:21, IGUA_001, cash, 000000, 100, 2028
1548568476, 26/01/2019, 19:54:36, IGUA_001, igua-rfid, rfid_255255255255, 0, 0
