1545119556, 17/12/2018, 21:52:37, IGUA_004, cash, 000000, 100, 2119
1545120744, 17/12/2018, 22:12:25, IGUA_004, cash, 000000, 100, 351
1545121004, 17/12/2018, 22:16:44, IGUA_004, cash, 000000, 10, 183
1545121427, 17/12/2018, 22:23:47, IGUA_004, cash, 000000, 20, 174
1545122821, 17/12/2018, 22:47:01, IGUA_004, cash, 000000, 10, 141
1545122917, 17/12/2018, 22:48:37, IGUA_004, cash, 000000, 10, 270
1545166658, 18/12/2018, 10:57:39, IGUA_004, cash, 000000, 50, 1041
1545167613, 18/12/2018, 11:13:33, IGUA_004, cash, 000000, 40, 812
1545167758, 18/12/2018, 11:15:58, IGUA_004, cash, 000000, 30, 548
1545168119, 18/12/2018, 11:21:59, IGUA_004, cash, 000000, 10, 293
1545169050, 18/12/2018, 11:37:30, IGUA_004, cash, 000000, 40, 2399
1545169086, 18/12/2018, 11:38:06, IGUA_004, cash, 000000, 20, 418
1545169185, 18/12/2018, 11:39:45, IGUA_004, cash, 000000, 10, 228
1545173084, 18/12/2018, 12:44:44, IGUA_004, cash, 000000, 10, 235
1545174803, 18/12/2018, 13:13:23, IGUA_004, cash, 000000, 40, 514
1545174959, 18/12/2018, 13:15:59, IGUA_004, cash, 000000, 100, 1189
1545183797, 18/12/2018, 15:43:17, IGUA_004, cash, 000000, 100, 2130
1545187601, 18/12/2018, 16:46:41, IGUA_004, cash, 000000, 50, 1042
1545194222, 18/12/2018, 18:37:02, IGUA_004, cash, 000000, 30, 637
1545198054, 18/12/2018, 19:40:54, IGUA_004, cash, 000000, 50, 1242
1545202741, 18/12/2018, 20:59:01, IGUA_004, cash, 000000, 350, 506
1545205859, 18/12/2018, 21:50:59, IGUA_004, cash, 000000, 50, 1028
1545206487, 18/12/2018, 22:01:27, IGUA_004, cash, 000000, 100, 2014
1545257289, 19/12/2018, 12:08:10, IGUA_004, cash, 000000, 10, 0
1545257355, 19/12/2018, 12:09:15, IGUA_004, cash, 000000, 10, 323
1545257461, 19/12/2018, 12:11:01, IGUA_004, cash, 000000, 50, 856
1545258988, 19/12/2018, 12:36:28, IGUA_004, cash, 000000, 20, 427
1545260782, 19/12/2018, 13:06:22, IGUA_004, cash, 000000, 20, 431
1545264894, 19/12/2018, 14:14:54, IGUA_004, cash, 000000, 50, 774
1545276267, 19/12/2018, 17:24:27, IGUA_004, cash, 000000, 20, 428
1545277345, 19/12/2018, 17:42:25, IGUA_004, cash, 000000, 50, 1041
1545277777, 19/12/2018, 17:49:37, IGUA_004, cash, 000000, 30, 649
1545281339, 19/12/2018, 18:48:59, IGUA_004, cash, 000000, 20, 420
1545291820, 19/12/2018, 21:43:40, IGUA_004, cash, 000000, 10, 216
1545291835, 19/12/2018, 21:43:55, IGUA_004, cash, 000000, 10, 216
1545338619, 20/12/2018, 10:43:40, IGUA_004, cash, 000000, 50, 969
1545341122, 20/12/2018, 11:25:22, IGUA_004, cash, 000000, 10, 231
1545352779, 20/12/2018, 14:39:40, IGUA_004, cash, 000000, 10, 231
1545352818, 20/12/2018, 14:40:18, IGUA_004, cash, 000000, 10, 216
1545352875, 20/12/2018, 14:41:15, IGUA_004, cash, 000000, 10, 214
1545352884, 20/12/2018, 14:41:24, IGUA_004, cash, 000000, 10, 213
1545353157, 20/12/2018, 14:45:57, IGUA_004, cash, 000000, 10, 219
1545353285, 20/12/2018, 14:48:05, IGUA_004, cash, 000000, 10, 172
1545353506, 20/12/2018, 14:51:46, IGUA_004, cash, 000000, 20, 426
1545353618, 20/12/2018, 14:53:38, IGUA_004, cash, 000000, 50, 1153
1545353940, 20/12/2018, 14:59:00, IGUA_004, cash, 000000, 50, 987
1545354483, 20/12/2018, 15:08:03, IGUA_004, cash, 000000, 100, 2152
1545362195, 20/12/2018, 17:16:35, IGUA_004, cash, 000000, 20, 419
1545362588, 20/12/2018, 17:23:08, IGUA_004, cash, 000000, 10, 214
1545362635, 20/12/2018, 17:23:55, IGUA_004, cash, 000000, 10, 214
1545362643, 20/12/2018, 17:24:03, IGUA_004, cash, 000000, 10, 212
1545372745, 20/12/2018, 20:12:25, IGUA_004, cash, 000000, 20, 430
1545375351, 20/12/2018, 20:55:51, IGUA_004, cash, 000000, 10, 84
1545427523, 21/12/2018, 11:25:23, IGUA_004, cash, 000000, 30, 731
1545428569, 21/12/2018, 11:42:49, IGUA_004, cash, 000000, 40, 856
1545431193, 21/12/2018, 12:26:33, IGUA_004, cash, 000000, 20, 448
1545431828, 21/12/2018, 12:37:08, IGUA_004, cash, 000000, 50, 1023
1545432673, 21/12/2018, 12:51:13, IGUA_004, cash, 000000, 30, 627
