1549056213, 01/02/2019, 11:23:33, IGUA_002, cash, 000000, 50, 1068
1549056883, 01/02/2019, 11:34:43, IGUA_002, cash, 000000, 10, 215
1549056894, 01/02/2019, 11:34:54, IGUA_002, cash, 000000, 10, 215
1549057116, 01/02/2019, 11:38:36, IGUA_002, cash, 000000, 50, 686
1549057179, 01/02/2019, 11:39:39, IGUA_002, cash, 000000, 50, 647
1549072362, 01/02/2019, 15:52:42, IGUA_002, cash, 000000, 50, 1058
1549076537, 01/02/2019, 17:02:17, IGUA_002, cash, 000000, 50, 1078
1549141722, 02/02/2019, 11:08:42, IGUA_002, cash, 000000, 50, 866
1549141782, 02/02/2019, 11:09:42, IGUA_002, cash, 000000, 50, 1071
1549149584, 02/02/2019, 13:19:44, IGUA_002, cash, 000000, 100, 502
1549153495, 02/02/2019, 14:24:55, IGUA_002, cash, 000000, 10, 264
1549153579, 02/02/2019, 14:26:19, IGUA_002, cash, 000000, 50, 1061
1549153977, 02/02/2019, 14:32:57, IGUA_002, cash, 000000, 10, 212
1549153989, 02/02/2019, 14:33:09, IGUA_002, cash, 000000, 10, 212
1549155630, 02/02/2019, 15:00:30, IGUA_002, cash, 000000, 150, 3057
1549156036, 02/02/2019, 15:07:16, IGUA_002, cash, 000000, 200, 2702
1549159599, 02/02/2019, 16:06:39, IGUA_002, cash, 000000, 50, 1082
1549167981, 02/02/2019, 18:26:21, IGUA_002, cash, 000000, 50, 1179
1549214610, 03/02/2019, 07:23:30, IGUA_002, cash, 000000, 50, 1010
1549216721, 03/02/2019, 07:58:41, IGUA_002, cash, 000000, 10, 216
1549216737, 03/02/2019, 07:58:57, IGUA_002, cash, 000000, 10, 212
1549224268, 03/02/2019, 10:04:28, IGUA_002, cash, 000000, 50, 703
1549226345, 03/02/2019, 10:39:05, IGUA_002, cash, 000000, 20, 440
1549230041, 03/02/2019, 11:40:41, IGUA_002, cash, 000000, 100, 2016
1549231251, 03/02/2019, 12:00:51, IGUA_002, cash, 000000, 100, 2014
1549231334, 03/02/2019, 12:02:14, IGUA_002, cash, 000000, 50, 1029
1549231417, 03/02/2019, 12:03:37, IGUA_002, cash, 000000, 100, 2015
1549231468, 03/02/2019, 12:04:28, IGUA_002, cash, 000000, 50, 1011
1549231573, 03/02/2019, 12:06:13, IGUA_002, cash, 000000, 100, 2014
1549231678, 03/02/2019, 12:07:58, IGUA_002, cash, 000000, 100, 2010
1549231745, 03/02/2019, 12:09:05, IGUA_002, cash, 000000, 50, 1015
1549231834, 03/02/2019, 12:10:34, IGUA_002, cash, 000000, 100, 2013
1549231882, 03/02/2019, 12:11:22, IGUA_002, cash, 000000, 20, 414
1549231912, 03/02/2019, 12:11:52, IGUA_002, cash, 000000, 20, 413
1549240176, 03/02/2019, 14:29:36, IGUA_002, cash, 000000, 50, 1163
1549240846, 03/02/2019, 14:40:46, IGUA_002, cash, 000000, 50, 2397
1549240954, 03/02/2019, 14:42:34, IGUA_002, cash, 000000, 10, 214
1549243281, 03/02/2019, 15:21:21, IGUA_002, cash, 000000, 50, 884
1549243497, 03/02/2019, 15:24:57, IGUA_002, cash, 000000, 50, 559
1549243650, 03/02/2019, 15:27:30, IGUA_002, cash, 000000, 50, 952
1549244567, 03/02/2019, 15:42:47, IGUA_002, cash, 000000, 100, 2220
1549245782, 03/02/2019, 16:03:02, IGUA_002, cash, 000000, 50, 1103
1549247163, 03/02/2019, 16:26:03, IGUA_002, cash, 000000, 10, 216
1549247401, 03/02/2019, 16:30:01, IGUA_002, cash, 000000, 50, 1089
1549247445, 03/02/2019, 16:30:45, IGUA_002, cash, 000000, 20, 443
1549247651, 03/02/2019, 16:34:11, IGUA_002, cash, 000000, 50, 942
1549253317, 03/02/2019, 18:08:37, IGUA_002, cash, 000000, 10, 227
1549253333, 03/02/2019, 18:08:53, IGUA_002, cash, 000000, 20, 415
1549253347, 03/02/2019, 18:09:07, IGUA_002, cash, 000000, 10, 212
1549253363, 03/02/2019, 18:09:23, IGUA_002, cash, 000000, 10, 211
1549317599, 04/02/2019, 11:59:59, IGUA_002, cash, 000000, 10, 214
1549317617, 04/02/2019, 12:00:17, IGUA_002, cash, 000000, 10, 232
1549320465, 04/02/2019, 12:47:45, IGUA_002, cash, 000000, 10, 236
1549321551, 04/02/2019, 13:05:51, IGUA_002, cash, 000000, 50, 912
1549325762, 04/02/2019, 14:16:02, IGUA_002, cash, 000000, 10, 225
1549326322, 04/02/2019, 14:25:22, IGUA_002, cash, 000000, 30, 611
1549333643, 04/02/2019, 16:27:24, IGUA_002, cash, 000000, 10, 128
1549337115, 04/02/2019, 17:25:16, IGUA_002, cash, 000000, 50, 1061
1549338427, 04/02/2019, 17:47:07, IGUA_002, cash, 000000, 50, 1030
1549400137, 05/02/2019, 10:55:37, IGUA_002, cash, 000000, 20, 415
1549402710, 05/02/2019, 11:38:30, IGUA_002, cash, 000000, 50, 1101
